=====================================================================================================================================================================
Beale optimizer                                       cost      time [us]       |grad|/|fval|    #fails    #iters         #fcalls         #gcalls         speed      
cgd-dycd[init-quadratic][interp]                      27      6.552734      0.000000         0         1.007812     9.016602      9.016602      0.000000   
cgd-dycd[init-consistent][interp]                     27      5.958008      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-dy[init-unit][interp]                             27      7.062500      0.000000         0         1.005859     9.012695      9.012695      0.000000   
cgd-dy[init-quadratic][interp]                        27      6.250977      0.000000         0         1.005859     9.012695      9.012695      0.000000   
cgd-dy[init-consistent][interp]                       27      7.018555      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-cd[init-unit][interp]                             27      6.135742      0.000000         0         1.007812     9.016602      9.016602      0.000000   
cgd-cd[init-quadratic][interp]                        27      6.151367      0.000000         0         1.007812     9.016602      9.016602      0.000000   
cgd-cd[init-consistent][interp]                       27      5.965820      0.000000         0         1.005859     9.017578      9.017578      0.000000   
gd[init-quadratic][backtrack-Armijo]                  30      6.946289      0.000000         0         7.000000     10.000000     10.000000     0.000000   
cgd-prp[init-quadratic][backtrack-Armijo]             30      6.814453      0.000000         0         7.000000     10.000000     10.000000     0.000000   
cgd-dyhs[init-quadratic][backtrack-Armijo]            30      7.863281      0.000000         0         7.000000     10.000000     10.000000     0.000000   
cgd-n[init-quadratic][backtrack-Armijo]               33      8.146484      0.000000         0         7.000000     11.000000     11.000000     0.010711   
gd[init-unit][backtrack-Wolfe]                        36      5.865234      0.000000         0         2.000000     12.000000     12.000000     0.000000   
cgd-prp[init-unit][backtrack-Wolfe]                   36      6.305664      0.000000         0         2.000000     12.000000     12.000000     0.000000   
cgd-ls[init-unit][backtrack-Wolfe]                    36      6.314453      0.000000         0         2.000000     12.000000     12.000000     0.000000   
gd[init-unit][backtrack-strong-Wolfe]                 39      6.023438      0.000000         0         2.000000     13.000000     13.000000     0.000000   
gd[init-quadratic][backtrack-strong-Wolfe]            39      6.471680      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-prp[init-unit][backtrack-strong-Wolfe]            39      6.073242      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-prp[init-quadratic][backtrack-strong-Wolfe]       39      5.829102      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-n[init-unit][backtrack-Wolfe]                     39      7.203125      0.000000         0         2.000000     13.000000     13.000000     0.000007   
cgd-dyhs[init-unit][backtrack-strong-Wolfe]           39      6.406250      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-dyhs[init-quadratic][backtrack-strong-Wolfe]      39      6.409180      0.000000         0         2.000000     13.000000     13.000000     0.000000   
gd[init-quadratic][backtrack-Wolfe]                   42      5.864258      0.000000         0         3.000000     14.000000     14.000000     0.000000   
cgd-prp[init-quadratic][backtrack-Wolfe]              42      6.588867      0.000000         0         3.000000     14.000000     14.000000     0.000000   
cgd-n[init-unit][backtrack-strong-Wolfe]              42      6.683594      0.000000         0         2.000000     14.000000     14.000000     0.000005   
cgd-n[init-quadratic][backtrack-strong-Wolfe]         42      6.674805      0.000000         0         2.000000     14.000000     14.000000     0.000005   
cgd-ls[init-quadratic][backtrack-Wolfe]               42      5.827148      0.000000         0         3.000000     14.000000     14.000000     0.000000   
cgd-n[init-quadratic][backtrack-Wolfe]                45      7.170898      0.000000         0         3.000000     15.000000     15.000000     0.000114   
cgd-fr[init-unit][cgdescent]                          48      11.398438     0.000000         0         1.898438     16.196289     16.196289     0.000009   
cgd-fr[init-quadratic][cgdescent]                     48      12.531250     0.000000         0         1.898438     16.196289     16.196289     0.000009   
cgd-fr[init-consistent][cgdescent]                    48      12.242188     0.000000         0         1.897461     16.239258     16.239258     0.000008   
cgd-dycd[init-consistent][cgdescent]                  48      12.190430     0.000000         0         1.898438     16.243164     16.243164     0.000009   
cgd-cd[init-consistent][cgdescent]                    48      12.100586     0.000000         0         1.898438     16.243164     16.243164     0.000009   
cgd-ls[init-consistent][cgdescent]                    49      11.316406     0.000000         0         1.945312     16.384766     16.384766     0.000048   
cgd-dycd[init-unit][cgdescent]                        49      12.480469     0.000000         0         1.927734     16.559570     16.559570     0.000182   
cgd-dycd[init-quadratic][cgdescent]                   49      11.806641     0.000000         0         1.927734     16.559570     16.559570     0.000182   
cgd-cd[init-unit][cgdescent]                          49      12.343750     0.000000         0         1.927734     16.559570     16.559570     0.000182   
cgd-cd[init-quadratic][cgdescent]                     49      11.674805     0.000000         0         1.927734     16.559570     16.559570     0.000182   
cgd-n[init-unit][cgdescent]                           50      11.849609     0.000000         0         1.919922     16.686523     16.686523     0.000019   
cgd-n[init-quadratic][cgdescent]                      50      11.573242     0.000000         0         1.919922     16.686523     16.686523     0.000019   
cgd-dy[init-unit][cgdescent]                          50      12.009766     0.000000         0         1.943359     16.721680     16.721680     0.000094   
cgd-dy[init-quadratic][cgdescent]                     50      12.687500     0.000000         0         1.943359     16.721680     16.721680     0.000094   
cgd-dy[init-consistent][cgdescent]                    50      11.667969     0.000000         0         1.968750     16.954102     16.954102     0.000021   
cgd-n[init-consistent][cgdescent]                     51      12.915039     0.000000         0         1.984375     17.102539     17.102539     0.000037   
